WL;Output[dBm]; Det1_IL[dB]; Det2_IL[dB]; Det4_IL[dB]; Det3_IL
1504.110;-5.16;-66.79;-66.58;-66.17;-26.07
1504.120;-5.17;-66.78;-66.57;-66.16;-26.07
1504.130;-5.17;-66.78;-66.57;-66.17;-26.06
1504.140;-5.15;-66.80;-66.59;-66.18;-26.09
1504.150;-5.17;-66.78;-66.57;-66.16;-26.09
1504.160;-5.17;-66.78;-66.57;-66.16;-26.10
1504.170;-5.15;-66.80;-66.59;-66.18;-26.07
1504.180;-5.15;-66.80;-66.59;-66.18;-26.09
1504.190;-5.15;-66.80;-66.59;-66.18;-26.10
1504.200;-5.15;-66.80;-66.59;-66.18;-26.07
1504.210;-5.15;-66.80;-66.59;-66.18;-26.12
1504.220;-5.15;-66.80;-66.59;-66.18;-26.11
1504.230;-5.15;-66.80;-66.59;-66.18;-26.12
1504.240;-5.15;-66.80;-66.59;-66.18;-26.07
1504.250;-5.14;-66.81;-66.60;-66.19;-26.14
1504.260;-5.14;-66.81;-66.60;-66.19;-26.13
1504.270;-5.14;-66.81;-66.60;-66.19;-26.14
1504.280;-5.15;-66.80;-66.59;-66.18;-26.13
1504.290;-5.15;-66.80;-66.59;-66.17;-26.19
1504.300;-5.15;-66.80;-66.59;-66.18;-26.17
1504.310;-5.15;-66.80;-66.59;-66.18;-26.11
1504.320;-5.15;-66.80;-66.59;-66.17;-26.12
1504.330;-5.16;-66.79;-66.58;-66.17;-26.13
1504.340;-5.18;-66.77;-66.56;-66.15;-26.16
1504.350;-5.18;-66.77;-66.56;-66.15;-26.16
1504.360;-5.16;-66.79;-66.58;-66.17;-26.20
1504.370;-5.16;-66.79;-66.58;-66.17;-26.20
1504.380;-5.17;-66.78;-66.57;-66.16;-26.15
1504.390;-5.15;-66.80;-66.59;-66.17;-26.19
1504.400;-5.20;-66.75;-66.54;-66.13;-26.19
1504.410;-5.17;-66.78;-66.57;-66.15;-26.19
1504.420;-5.17;-66.78;-66.57;-66.15;-26.20
1504.430;-5.17;-66.78;-66.57;-66.15;-26.19
1504.440;-5.17;-66.78;-66.57;-66.15;-26.17
1504.450;-5.17;-66.78;-66.57;-66.15;-26.17
1504.460;-5.19;-66.76;-66.55;-66.13;-26.22
1504.470;-5.18;-66.77;-66.56;-66.14;-26.24
1504.480;-5.20;-66.75;-66.54;-66.13;-26.20
1504.490;-5.19;-66.76;-66.55;-66.13;-26.21
1504.500;-5.19;-66.76;-66.54;-66.13;-26.21
1504.510;-5.22;-66.73;-66.52;-66.11;-26.24
1504.520;-5.20;-66.75;-66.54;-66.12;-26.28
1504.530;-5.19;-66.76;-66.55;-66.13;-26.19
1504.540;-5.22;-66.73;-66.52;-66.10;-26.25
1504.550;-5.20;-66.75;-66.54;-66.12;-26.27
1504.560;-5.22;-66.73;-66.52;-66.10;-26.28
1504.570;-5.23;-66.72;-66.51;-66.10;-26.27
1504.580;-5.21;-66.74;-66.53;-66.11;-26.29
1504.590;-5.24;-66.71;-66.50;-66.08;-26.27
1504.600;-5.24;-66.71;-66.50;-66.08;-26.27
1504.610;-5.23;-66.72;-66.51;-66.10;-26.26
1504.620;-5.22;-66.73;-66.51;-66.10;-26.30
1504.630;-5.21;-66.74;-66.52;-66.11;-26.32
1504.640;-5.23;-66.72;-66.51;-66.09;-26.29
1504.650;-5.24;-66.71;-66.50;-66.08;-26.33
1504.660;-5.21;-66.74;-66.53;-66.11;-26.31
1504.670;-5.23;-66.72;-66.51;-66.09;-26.31
1504.680;-5.23;-66.72;-66.51;-66.09;-26.33
1504.690;-5.21;-66.74;-66.53;-66.11;-26.31
1504.700;-5.23;-66.72;-66.51;-66.09;-26.33
1504.710;-5.23;-66.72;-66.50;-66.09;-26.33
1504.720;-5.22;-66.73;-66.52;-66.10;-26.34
1504.730;-5.23;-66.72;-66.51;-66.09;-26.36
1504.740;-5.22;-66.73;-66.51;-66.09;-26.37
1504.750;-5.20;-66.75;-66.54;-66.12;-26.33
1504.760;-5.23;-66.72;-66.51;-66.09;-26.32
1504.770;-5.21;-66.74;-66.52;-66.10;-26.33
1504.780;-5.21;-66.74;-66.53;-66.11;-26.31
1504.790;-5.23;-66.72;-66.51;-66.09;-26.38
1504.800;-5.21;-66.74;-66.53;-66.11;-26.33
1504.810;-5.19;-66.76;-66.55;-66.13;-26.36
1504.820;-5.21;-66.74;-66.53;-66.11;-26.35
1504.830;-5.21;-66.74;-66.53;-66.11;-26.36
1504.840;-5.22;-66.73;-66.52;-66.10;-26.38
1504.850;-5.20;-66.75;-66.53;-66.11;-26.34
1504.860;-5.17;-66.78;-66.56;-66.14;-26.37
1504.870;-5.21;-66.74;-66.53;-66.11;-26.38
1504.880;-5.20;-66.75;-66.54;-66.11;-26.38
1504.890;-5.20;-66.75;-66.53;-66.11;-26.36
1504.900;-5.21;-66.74;-66.53;-66.11;-26.37
1504.910;-5.21;-66.75;-66.53;-66.11;-26.33
1504.920;-5.19;-66.76;-66.55;-66.13;-26.36
1504.930;-5.19;-66.76;-66.55;-66.13;-26.40
1504.940;-5.17;-66.78;-66.56;-66.14;-26.42
1504.950;-5.21;-66.75;-66.53;-66.11;-26.36
1504.960;-5.18;-66.77;-66.56;-66.14;-26.40
1504.970;-5.16;-66.79;-66.57;-66.15;-26.41
1504.980;-5.17;-66.78;-66.56;-66.14;-26.43
1504.990;-5.17;-66.78;-66.57;-66.14;-26.43
1505.000;-5.16;-66.79;-66.57;-66.15;-26.41
1505.010;-5.18;-66.77;-66.56;-66.13;-26.40
1505.020;-5.17;-66.78;-66.56;-66.14;-26.41
1505.030;-5.17;-66.78;-66.56;-66.14;-26.43
1505.040;-5.19;-66.77;-66.55;-66.13;-26.41
1505.050;-5.16;-66.79;-66.57;-66.15;-26.43
1505.060;-5.17;-66.79;-66.57;-66.15;-26.41
1505.070;-5.19;-66.77;-66.55;-66.13;-26.41
1505.080;-5.18;-66.78;-66.56;-66.14;-26.43
1505.090;-5.21;-66.75;-66.53;-66.11;-26.41
1505.100;-5.20;-66.75;-66.54;-66.11;-26.43
1505.110;-5.16;-66.80;-66.58;-66.16;-26.45
1505.120;-5.19;-66.77;-66.55;-66.13;-26.43
1505.130;-5.18;-66.78;-66.56;-66.14;-26.42
1505.140;-5.19;-66.77;-66.55;-66.12;-26.42
1505.150;-5.21;-66.75;-66.53;-66.11;-26.40
1505.160;-5.17;-66.78;-66.56;-66.14;-26.43
1505.170;-5.18;-66.78;-66.56;-66.14;-26.43
1505.180;-5.19;-66.77;-66.55;-66.12;-26.43
1505.190;-5.17;-66.78;-66.56;-66.14;-26.43
1505.200;-5.22;-66.74;-66.51;-66.09;-26.39
1505.210;-5.19;-66.77;-66.55;-66.12;-26.42
1505.220;-5.19;-66.77;-66.55;-66.12;-26.43
1505.230;-5.20;-66.75;-66.53;-66.11;-26.43
1505.240;-5.19;-66.77;-66.55;-66.13;-26.43
1505.250;-5.19;-66.77;-66.55;-66.13;-26.41
1505.260;-5.22;-66.74;-66.52;-66.10;-26.40
1505.270;-5.21;-66.75;-66.53;-66.11;-26.41
1505.280;-5.21;-66.75;-66.53;-66.11;-26.39
1505.290;-5.22;-66.74;-66.52;-66.09;-26.44
1505.300;-5.21;-66.75;-66.53;-66.11;-26.43
1505.310;-5.22;-66.74;-66.52;-66.09;-26.40
1505.320;-5.23;-66.73;-66.51;-66.09;-26.43
1505.330;-5.23;-66.73;-66.51;-66.09;-26.40
1505.340;-5.23;-66.73;-66.50;-66.08;-26.40
1505.350;-5.23;-66.73;-66.51;-66.08;-26.41
1505.360;-5.23;-66.74;-66.51;-66.09;-26.38
1505.370;-5.23;-66.73;-66.51;-66.09;-26.35
1505.380;-5.24;-66.73;-66.50;-66.08;-26.37
1505.390;-5.24;-66.72;-66.50;-66.08;-26.37
1505.400;-5.26;-66.70;-66.48;-66.05;-26.34
1505.410;-5.26;-66.70;-66.48;-66.06;-26.32
1505.420;-5.24;-66.72;-66.49;-66.07;-26.35
1505.430;-5.24;-66.72;-66.49;-66.07;-26.36
1505.440;-5.23;-66.73;-66.51;-66.09;-26.35
1505.450;-5.26;-66.70;-66.47;-66.05;-26.39
1505.460;-5.26;-66.70;-66.48;-66.05;-26.36
1505.470;-5.24;-66.73;-66.50;-66.08;-26.34
1505.480;-5.26;-66.71;-66.48;-66.06;-26.29
1505.490;-5.24;-66.72;-66.49;-66.07;-26.32
1505.500;-5.25;-66.72;-66.49;-66.07;-26.30
1505.510;-5.26;-66.70;-66.47;-66.05;-26.28
1505.520;-5.23;-66.73;-66.50;-66.08;-26.30
1505.530;-5.23;-66.74;-66.51;-66.09;-26.30
1505.540;-5.25;-66.71;-66.48;-66.06;-26.26
1505.550;-5.23;-66.74;-66.51;-66.09;-26.29
1505.560;-5.24;-66.73;-66.50;-66.08;-26.30
1505.570;-5.24;-66.72;-66.49;-66.07;-26.32
1505.580;-5.23;-66.74;-66.51;-66.09;-26.32
1505.590;-5.23;-66.73;-66.50;-66.08;-26.30
1505.600;-5.23;-66.74;-66.51;-66.08;-26.25
1505.610;-5.24;-66.72;-66.49;-66.07;-26.28
1505.620;-5.27;-66.69;-66.46;-66.04;-26.26
1505.630;-5.24;-66.72;-66.49;-66.07;-26.28
1505.640;-5.26;-66.71;-66.48;-66.06;-26.25
1505.650;-5.26;-66.71;-66.48;-66.05;-26.26
1505.660;-5.23;-66.74;-66.51;-66.09;-26.26
1505.670;-5.23;-66.73;-66.51;-66.08;-26.28
1505.680;-5.23;-66.73;-66.51;-66.08;-26.28
1505.690;-5.23;-66.74;-66.51;-66.09;-26.26
1505.700;-5.23;-66.74;-66.51;-66.09;-26.29
1505.710;-5.23;-66.74;-66.51;-66.09;-26.26
1505.720;-5.21;-66.76;-66.53;-66.11;-26.26
1505.730;-5.22;-66.74;-66.52;-66.09;-26.27
1505.740;-5.23;-66.74;-66.52;-66.09;-26.29
1505.750;-5.23;-66.74;-66.52;-66.09;-26.23
1505.760;-5.23;-66.74;-66.52;-66.09;-26.26
1505.770;-5.23;-66.74;-66.52;-66.09;-26.24
1505.780;-5.23;-66.74;-66.52;-66.09;-26.24
1505.790;-5.22;-66.75;-66.53;-66.10;-26.25
1505.800;-5.20;-66.77;-66.55;-66.12;-26.23
1505.810;-5.21;-66.76;-66.54;-66.11;-26.23
1505.820;-5.21;-66.76;-66.54;-66.11;-26.24
1505.830;-5.21;-66.76;-66.53;-66.11;-26.24
1505.840;-5.23;-66.74;-66.52;-66.09;-26.23
1505.850;-5.21;-66.75;-66.53;-66.11;-26.24
1505.860;-5.21;-66.76;-66.54;-66.11;-26.24
1505.870;-5.23;-66.74;-66.52;-66.09;-26.24
1505.880;-5.22;-66.75;-66.53;-66.10;-26.21
1505.890;-5.22;-66.75;-66.53;-66.10;-26.22
1505.900;-5.23;-66.74;-66.52;-66.10;-26.20
1505.910;-5.23;-66.74;-66.52;-66.10;-26.22
1505.920;-5.23;-66.74;-66.52;-66.10;-26.22
1505.930;-5.23;-66.74;-66.52;-66.10;-26.21
1505.940;-5.23;-66.74;-66.52;-66.10;-26.22
1505.950;-5.23;-66.74;-66.52;-66.09;-26.21
1505.960;-5.24;-66.73;-66.51;-66.08;-26.18
1505.970;-5.23;-66.74;-66.52;-66.10;-26.20
1505.980;-5.23;-66.74;-66.53;-66.10;-26.21
1505.990;-5.23;-66.74;-66.53;-66.10;-26.18
1506.000;-5.23;-66.74;-66.53;-66.10;-26.19
1506.010;-5.24;-66.73;-66.52;-66.09;-26.19
1506.020;-5.24;-66.72;-66.51;-66.08;-26.20
1506.030;-5.26;-66.71;-66.49;-66.06;-26.20
1506.040;-5.23;-66.74;-66.53;-66.10;-26.20
1506.050;-5.23;-66.73;-66.52;-66.09;-26.19
1506.060;-5.24;-66.72;-66.51;-66.08;-26.19
1506.070;-5.24;-66.72;-66.51;-66.08;-26.18
1506.080;-5.25;-66.72;-66.51;-66.08;-26.20
1506.090;-5.26;-66.71;-66.49;-66.06;-26.16
1506.100;-5.25;-66.72;-66.51;-66.08;-26.18
1506.110;-5.24;-66.72;-66.51;-66.08;-26.17
1506.120;-5.27;-66.69;-66.48;-66.05;-26.15
1506.130;-5.25;-66.72;-66.51;-66.08;-26.18
1506.140;-5.26;-66.71;-66.50;-66.07;-26.16
1506.150;-5.28;-66.69;-66.48;-66.05;-26.16
1506.160;-5.25;-66.72;-66.51;-66.08;-26.18
1506.170;-5.26;-66.71;-66.50;-66.07;-26.18
1506.180;-5.26;-66.71;-66.50;-66.07;-26.14
1506.190;-5.25;-66.72;-66.51;-66.08;-26.17
1506.200;-5.28;-66.69;-66.48;-66.05;-26.14
1506.210;-5.27;-66.69;-66.49;-66.05;-26.11
1506.220;-5.27;-66.70;-66.49;-66.06;-26.12
1506.230;-5.29;-66.67;-66.47;-66.04;-26.13
1506.240;-5.24;-66.72;-66.52;-66.09;-26.12
1506.250;-5.27;-66.70;-66.49;-66.06;-26.11
1506.260;-5.29;-66.68;-66.47;-66.04;-26.08
1506.270;-5.27;-66.70;-66.50;-66.06;-26.10
1506.280;-5.28;-66.69;-66.48;-66.05;-26.09
1506.290;-5.29;-66.68;-66.47;-66.04;-26.09
1506.300;-5.27;-66.70;-66.49;-66.06;-26.10
1506.310;-5.29;-66.68;-66.47;-66.04;-26.08
1506.320;-5.28;-66.69;-66.48;-66.05;-26.05
1506.330;-5.28;-66.68;-66.48;-66.05;-26.05
1506.340;-5.30;-66.67;-66.47;-66.03;-26.07
1506.350;-5.30;-66.67;-66.47;-66.03;-26.03
1506.360;-5.28;-66.69;-66.48;-66.05;-26.05
1506.370;-5.31;-66.66;-66.46;-66.02;-26.05
1506.380;-5.28;-66.69;-66.49;-66.05;-26.04
1506.390;-5.29;-66.68;-66.48;-66.04;-26.04
1506.400;-5.30;-66.67;-66.47;-66.03;-26.05
1506.410;-5.28;-66.69;-66.48;-66.05;-26.05
1506.420;-5.30;-66.67;-66.47;-66.03;-26.05
1506.430;-5.27;-66.70;-66.50;-66.06;-26.03
1506.440;-5.27;-66.70;-66.49;-66.06;-26.00
1506.450;-5.30;-66.67;-66.47;-66.04;-26.01
1506.460;-5.27;-66.70;-66.49;-66.06;-26.04
1506.470;-5.26;-66.71;-66.50;-66.07;-26.01
1506.480;-5.28;-66.69;-66.48;-66.05;-26.03
1506.490;-5.24;-66.72;-66.52;-66.09;-26.01
1506.500;-5.26;-66.71;-66.50;-66.07;-26.00
1506.510;-5.27;-66.70;-66.49;-66.06;-26.02
1506.520;-5.25;-66.71;-66.51;-66.08;-26.04
1506.530;-5.29;-66.67;-66.47;-66.04;-26.03
1506.540;-5.29;-66.68;-66.47;-66.04;-26.03
1506.550;-5.27;-66.70;-66.49;-66.06;-26.02
1506.560;-5.29;-66.68;-66.47;-66.04;-26.00
1506.570;-5.28;-66.69;-66.48;-66.05;-26.03
1506.580;-5.28;-66.69;-66.48;-66.05;-26.03
1506.590;-5.28;-66.69;-66.48;-66.05;-26.01
1506.600;-5.27;-66.70;-66.49;-66.06;-26.02
1506.610;-5.28;-66.69;-66.49;-66.06;-26.01
1506.620;-5.30;-66.67;-66.47;-66.04;-25.99
1506.630;-5.28;-66.69;-66.48;-66.05;-26.01
1506.640;-5.29;-66.68;-66.47;-66.04;-25.98
1506.650;-5.30;-66.67;-66.46;-66.03;-25.99
1506.660;-5.24;-66.72;-66.52;-66.09;-25.97
1506.670;-5.28;-66.69;-66.48;-66.05;-26.01
1506.680;-5.27;-66.70;-66.49;-66.06;-25.99
1506.690;-5.27;-66.69;-66.49;-66.06;-25.99
1506.700;-5.28;-66.69;-66.48;-66.05;-26.01
1506.710;-5.28;-66.69;-66.49;-66.06;-25.98
1506.720;-5.28;-66.69;-66.48;-66.05;-26.01
1506.730;-5.30;-66.67;-66.46;-66.04;-26.00
1506.740;-5.26;-66.70;-66.50;-66.07;-26.01
1506.750;-5.30;-66.67;-66.46;-66.04;-25.99
1506.760;-5.30;-66.67;-66.46;-66.04;-25.97
1506.770;-5.29;-66.68;-66.47;-66.05;-25.99
1506.780;-5.30;-66.67;-66.46;-66.04;-25.99
1506.790;-5.28;-66.69;-66.48;-66.05;-25.97
1506.800;-5.30;-66.67;-66.46;-66.04;-25.96
1506.810;-5.30;-66.67;-66.46;-66.04;-25.99
1506.820;-5.30;-66.67;-66.46;-66.04;-25.96
1506.830;-5.30;-66.67;-66.46;-66.03;-26.03
1506.840;-5.31;-66.66;-66.45;-66.02;-25.99
1506.850;-5.30;-66.67;-66.46;-66.04;-25.96
1506.860;-5.30;-66.67;-66.46;-66.04;-25.94
1506.870;-5.30;-66.67;-66.46;-66.04;-25.99
1506.880;-5.30;-66.67;-66.46;-66.04;-26.00
1506.890;-5.31;-66.66;-66.45;-66.03;-25.97
1506.900;-5.30;-66.66;-66.46;-66.03;-25.95
1506.910;-5.30;-66.67;-66.46;-66.04;-25.97
1506.920;-5.30;-66.67;-66.46;-66.04;-25.99
1506.930;-5.29;-66.68;-66.47;-66.04;-26.00
1506.940;-5.29;-66.68;-66.47;-66.04;-26.01
1506.950;-5.30;-66.67;-66.46;-66.04;-25.99
1506.960;-5.30;-66.67;-66.46;-66.04;-25.95
1506.970;-5.30;-66.66;-66.45;-66.03;-25.95
1506.980;-5.30;-66.66;-66.45;-66.03;-25.97
1506.990;-5.30;-66.67;-66.46;-66.04;-25.97
1507.000;-5.30;-66.67;-66.46;-66.03;-25.97
1507.010;-5.31;-66.66;-66.45;-66.02;-25.95
1507.020;-5.29;-66.68;-66.47;-66.05;-25.96
1507.030;-5.29;-66.67;-66.46;-66.04;-25.96
1507.040;-5.30;-66.67;-66.46;-66.04;-25.97
1507.050;-5.30;-66.67;-66.46;-66.04;-25.95
1507.060;-5.31;-66.66;-66.45;-66.03;-25.96
1507.070;-5.30;-66.67;-66.45;-66.03;-25.94
1507.080;-5.30;-66.67;-66.46;-66.04;-25.96
1507.090;-5.32;-66.65;-66.44;-66.02;-25.97
1507.100;-5.32;-66.65;-66.44;-66.02;-25.97
1507.110;-5.32;-66.65;-66.44;-66.02;-25.98
1507.120;-5.35;-66.62;-66.40;-65.98;-25.94
1507.130;-5.32;-66.65;-66.44;-66.02;-25.95
1507.140;-5.32;-66.64;-66.43;-66.01;-25.95
1507.150;-5.32;-66.65;-66.43;-66.01;-25.93
1507.160;-5.32;-66.65;-66.44;-66.02;-25.94
1507.170;-5.33;-66.63;-66.42;-66.00;-25.96
1507.180;-5.33;-66.64;-66.43;-66.01;-25.96
1507.190;-5.33;-66.64;-66.43;-66.01;-25.96
1507.200;-5.35;-66.62;-66.41;-65.98;-25.94
1507.210;-5.33;-66.64;-66.42;-66.00;-25.94
1507.220;-5.32;-66.65;-66.44;-66.02;-25.97
1507.230;-5.33;-66.64;-66.43;-66.01;-25.98
1507.240;-5.32;-66.65;-66.44;-66.01;-25.96
1507.250;-5.32;-66.65;-66.44;-66.02;-25.98
1507.260;-5.33;-66.64;-66.43;-66.00;-25.96
1507.270;-5.32;-66.64;-66.43;-66.01;-25.97
1507.280;-5.33;-66.63;-66.42;-66.00;-25.97
1507.290;-5.33;-66.63;-66.42;-66.00;-25.98
1507.300;-5.32;-66.65;-66.43;-66.01;-25.98
1507.310;-5.33;-66.63;-66.42;-66.00;-25.97
1507.320;-5.32;-66.65;-66.43;-66.01;-25.97
1507.330;-5.32;-66.65;-66.44;-66.02;-25.96
1507.340;-5.35;-66.62;-66.41;-65.98;-25.98
1507.350;-5.33;-66.64;-66.43;-66.01;-25.99
1507.360;-5.33;-66.64;-66.43;-66.01;-25.98
1507.370;-5.35;-66.62;-66.41;-65.98;-25.98
1507.380;-5.32;-66.65;-66.44;-66.02;-25.94
1507.390;-5.32;-66.65;-66.43;-66.01;-25.98
1507.400;-5.32;-66.64;-66.43;-66.01;-25.96
1507.410;-5.30;-66.67;-66.45;-66.03;-25.95
1507.420;-5.33;-66.63;-66.42;-66.00;-25.96
1507.430;-5.33;-66.64;-66.43;-66.01;-25.97
1507.440;-5.32;-66.65;-66.44;-66.02;-25.96
1507.450;-5.32;-66.65;-66.44;-66.02;-25.96
1507.460;-5.32;-66.65;-66.44;-66.02;-25.96
1507.470;-5.32;-66.65;-66.44;-66.02;-25.92
1507.480;-5.32;-66.65;-66.44;-66.02;-25.95
1507.490;-5.30;-66.67;-66.45;-66.03;-25.96
1507.500;-5.31;-66.65;-66.44;-66.02;-25.90
1507.510;-5.30;-66.67;-66.45;-66.03;-25.93
1507.520;-5.32;-66.64;-66.43;-66.01;-25.93
1507.530;-5.32;-66.65;-66.43;-66.01;-25.95
1507.540;-5.33;-66.64;-66.42;-66.00;-25.86
1507.550;-5.32;-66.65;-66.44;-66.02;-25.90
1507.560;-5.32;-66.65;-66.44;-66.02;-25.90
1507.570;-5.32;-66.65;-66.44;-66.02;-25.89
1507.580;-5.30;-66.67;-66.45;-66.03;-25.91
1507.590;-5.33;-66.63;-66.42;-66.00;-25.88
1507.600;-5.32;-66.65;-66.43;-66.01;-25.88
1507.610;-5.33;-66.64;-66.43;-66.01;-25.86
1507.620;-5.35;-66.62;-66.40;-65.98;-25.87
1507.630;-5.32;-66.65;-66.44;-66.02;-25.86
1507.640;-5.33;-66.63;-66.42;-66.00;-25.86
1507.650;-5.33;-66.63;-66.42;-66.00;-25.85
1507.660;-5.35;-66.62;-66.41;-65.99;-25.85
1507.670;-5.37;-66.60;-66.39;-65.96;-25.85
1507.680;-5.35;-66.62;-66.41;-65.99;-25.84
1507.690;-5.33;-66.63;-66.42;-66.00;-25.84
1507.700;-5.33;-66.63;-66.42;-66.00;-25.86
1507.710;-5.33;-66.63;-66.42;-66.00;-25.86
1507.720;-5.32;-66.65;-66.43;-66.01;-25.83
1507.730;-5.35;-66.62;-66.40;-65.98;-25.81
1507.740;-5.34;-66.63;-66.41;-65.99;-25.82
1507.750;-5.36;-66.60;-66.39;-65.97;-25.78
1507.760;-5.37;-66.60;-66.39;-65.97;-25.81
1507.770;-5.34;-66.63;-66.41;-65.99;-25.79
1507.780;-5.36;-66.61;-66.39;-65.97;-25.78
1507.790;-5.35;-66.61;-66.40;-65.98;-25.76
1507.800;-5.33;-66.63;-66.42;-66.00;-25.79
1507.810;-5.35;-66.62;-66.41;-65.99;-25.79
1507.820;-5.33;-66.63;-66.42;-66.00;-25.77
1507.830;-5.35;-66.62;-66.41;-65.99;-25.77
1507.840;-5.37;-66.60;-66.39;-65.96;-25.72
1507.850;-5.35;-66.62;-66.41;-65.99;-25.72
1507.860;-5.34;-66.63;-66.41;-65.99;-25.73
1507.870;-5.36;-66.60;-66.39;-65.97;-25.74
1507.880;-5.35;-66.62;-66.40;-65.98;-25.72
1507.890;-5.37;-66.60;-66.39;-65.96;-25.72
1507.900;-5.37;-66.60;-66.39;-65.96;-25.72
1507.910;-5.37;-66.60;-66.39;-65.96;-25.70
1507.920;-5.40;-66.57;-66.35;-65.93;-25.67
1507.930;-5.38;-66.58;-66.37;-65.95;-25.67
1507.940;-5.38;-66.59;-66.38;-65.96;-25.68
1507.950;-5.39;-66.58;-66.37;-65.95;-25.65
1507.960;-5.37;-66.60;-66.38;-65.96;-25.66
1507.970;-5.37;-66.60;-66.38;-65.96;-25.65
1507.980;-5.38;-66.59;-66.37;-65.95;-25.68
1507.990;-5.37;-66.60;-66.39;-65.96;-25.64
1508.000;-5.37;-66.60;-66.39;-65.96;-25.64
1508.010;-5.39;-66.58;-66.37;-65.95;-25.61
1508.020;-5.37;-66.60;-66.39;-65.96;-25.60
1508.030;-5.38;-66.59;-66.38;-65.96;-25.60
1508.040;-5.37;-66.59;-66.38;-65.96;-25.62
1508.050;-5.37;-66.60;-66.39;-65.96;-25.59
1508.060;-5.37;-66.60;-66.39;-65.96;-25.62
1508.070;-5.37;-66.60;-66.39;-65.96;-25.58
1508.080;-5.37;-66.60;-66.39;-65.96;-25.57
1508.090;-5.37;-66.60;-66.39;-65.96;-25.57
1508.100;-5.35;-66.62;-66.40;-65.98;-25.56
1508.110;-5.36;-66.61;-66.40;-65.97;-25.53
1508.120;-5.37;-66.60;-66.39;-65.96;-25.55
1508.130;-5.35;-66.61;-66.40;-65.98;-25.55
1508.140;-5.37;-66.60;-66.38;-65.96;-25.52
1508.150;-5.38;-66.59;-66.37;-65.95;-25.54
1508.160;-5.37;-66.60;-66.39;-65.96;-25.55
1508.170;-5.38;-66.58;-66.37;-65.95;-25.50
1508.180;-5.37;-66.60;-66.39;-65.96;-25.50
1508.190;-5.36;-66.61;-66.40;-65.98;-25.49
1508.200;-5.37;-66.60;-66.39;-65.96;-25.48
1508.210;-5.37;-66.60;-66.39;-65.96;-25.48
1508.220;-5.37;-66.60;-66.39;-65.96;-25.46
1508.230;-5.37;-66.60;-66.39;-65.96;-25.45
1508.240;-5.36;-66.61;-66.39;-65.97;-25.42
1508.250;-5.36;-66.60;-66.39;-65.97;-25.42
1508.260;-5.37;-66.60;-66.39;-65.96;-25.42
1508.270;-5.35;-66.61;-66.40;-65.98;-25.42
1508.280;-5.37;-66.60;-66.39;-65.96;-25.41
1508.290;-5.37;-66.60;-66.39;-65.96;-25.41
1508.300;-5.35;-66.61;-66.40;-65.98;-25.42
1508.310;-5.37;-66.60;-66.39;-65.96;-25.41
1508.320;-5.35;-66.62;-66.40;-65.98;-25.39
1508.330;-5.36;-66.61;-66.39;-65.97;-25.34
1508.340;-5.37;-66.60;-66.39;-65.96;-25.36
1508.350;-5.37;-66.60;-66.39;-65.96;-25.33
1508.360;-5.37;-66.59;-66.38;-65.96;-25.33
1508.370;-5.38;-66.59;-66.38;-65.95;-25.33
1508.380;-5.37;-66.60;-66.39;-65.96;-25.31
1508.390;-5.39;-66.58;-66.37;-65.95;-25.32
1508.400;-5.38;-66.58;-66.37;-65.95;-25.31
1508.410;-5.37;-66.60;-66.39;-65.96;-25.30
1508.420;-5.38;-66.59;-66.37;-65.95;-25.32
1508.430;-5.37;-66.60;-66.38;-65.96;-25.33
1508.440;-5.37;-66.60;-66.38;-65.96;-25.29
1508.450;-5.39;-66.58;-66.37;-65.95;-25.28
1508.460;-5.38;-66.59;-66.38;-65.96;-25.30
1508.470;-5.40;-66.57;-66.35;-65.93;-25.27
1508.480;-5.40;-66.56;-66.35;-65.93;-25.23
1508.490;-5.37;-66.60;-66.39;-65.96;-25.24
1508.500;-5.39;-66.58;-66.37;-65.94;-25.24
1508.510;-5.39;-66.58;-66.36;-65.94;-25.23
1508.520;-5.37;-66.60;-66.38;-65.96;-25.26
1508.530;-5.39;-66.58;-66.37;-65.95;-25.26
1508.540;-5.39;-66.58;-66.37;-65.95;-25.24
1508.550;-5.40;-66.57;-66.35;-65.93;-25.18
1508.560;-5.42;-66.54;-66.33;-65.91;-25.14
1508.570;-5.37;-66.60;-66.39;-65.96;-25.20
1508.580;-5.38;-66.59;-66.38;-65.96;-25.22
1508.590;-5.40;-66.57;-66.36;-65.93;-25.17
1508.600;-5.37;-66.59;-66.38;-65.96;-25.16
1508.610;-5.40;-66.56;-66.35;-65.93;-25.17
1508.620;-5.38;-66.59;-66.37;-65.95;-25.17
1508.630;-5.38;-66.59;-66.37;-65.95;-25.16
1508.640;-5.42;-66.55;-66.34;-65.92;-25.14
1508.650;-5.40;-66.56;-66.35;-65.93;-25.16
1508.660;-5.38;-66.59;-66.37;-65.95;-25.12
1508.670;-5.41;-66.56;-66.35;-65.93;-25.12
1508.680;-5.38;-66.59;-66.38;-65.96;-25.17
1508.690;-5.39;-66.58;-66.37;-65.95;-25.16
1508.700;-5.41;-66.55;-66.34;-65.92;-25.15
1508.710;-5.39;-66.58;-66.37;-65.95;-25.12
1508.720;-5.39;-66.58;-66.37;-65.95;-25.11
1508.730;-5.40;-66.56;-66.35;-65.93;-25.11
1508.740;-5.37;-66.60;-66.38;-65.96;-25.12
