WL; Output[dBm]; Det1_IL[dB]; Det2_IL[dB]; Det4_IL[dB]; Det3_IL
1490.810;-4.57;-67.43;-67.20;-66.78;-26.33
1490.820;-4.53;-67.47;-67.24;-66.82;-26.34
1490.830;-4.55;-67.45;-67.22;-66.80;-26.35
1490.840;-4.56;-67.44;-67.22;-66.79;-26.36
1490.850;-4.55;-67.45;-67.23;-66.80;-26.37
1490.860;-4.58;-67.41;-67.19;-66.77;-26.36
1490.870;-4.56;-67.44;-67.21;-66.79;-26.37
1490.880;-4.56;-67.44;-67.22;-66.79;-26.37
1490.890;-4.57;-67.43;-67.21;-66.78;-26.37
1490.900;-4.55;-67.45;-67.22;-66.80;-26.38
1490.910;-4.57;-67.42;-67.20;-66.78;-26.41
1490.920;-4.57;-67.42;-67.20;-66.78;-26.40
1490.930;-4.57;-67.43;-67.21;-66.78;-26.41
1490.940;-4.58;-67.41;-67.19;-66.77;-26.43
1490.950;-4.57;-67.43;-67.21;-66.78;-26.43
1490.960;-4.57;-67.42;-67.20;-66.78;-26.44
1490.970;-4.58;-67.41;-67.19;-66.76;-26.43
1490.980;-4.57;-67.43;-67.21;-66.78;-26.45
1490.990;-4.59;-67.40;-67.18;-66.76;-26.46
1491.000;-4.59;-67.40;-67.18;-66.76;-26.48
1491.010;-4.58;-67.41;-67.19;-66.76;-26.48
1491.020;-4.58;-67.41;-67.19;-66.76;-26.46
1491.030;-4.57;-67.42;-67.20;-66.77;-26.50
1491.040;-4.58;-67.41;-67.19;-66.77;-26.47
1491.050;-4.58;-67.41;-67.19;-66.76;-26.50
1491.060;-4.58;-67.41;-67.19;-66.76;-26.50
1491.070;-4.58;-67.41;-67.19;-66.76;-26.52
1491.080;-4.60;-67.39;-67.18;-66.75;-26.49
1491.090;-4.58;-67.41;-67.19;-66.76;-26.50
1491.100;-4.58;-67.41;-67.19;-66.76;-26.52
1491.110;-4.58;-67.41;-67.19;-66.76;-26.52
1491.120;-4.57;-67.42;-67.21;-66.78;-26.50
1491.130;-4.58;-67.41;-67.19;-66.76;-26.51
1491.140;-4.57;-67.42;-67.21;-66.78;-26.54
1491.150;-4.56;-67.43;-67.21;-66.79;-26.53
1491.160;-4.58;-67.41;-67.19;-66.76;-26.57
1491.170;-4.58;-67.41;-67.20;-66.77;-26.53
1491.180;-4.57;-67.42;-67.21;-66.78;-26.54
1491.190;-4.58;-67.41;-67.20;-66.77;-26.56
1491.200;-4.57;-67.42;-67.21;-66.78;-26.54
1491.210;-4.54;-67.45;-67.24;-66.81;-26.57
1491.220;-4.55;-67.44;-67.23;-66.80;-26.60
1491.230;-4.55;-67.44;-67.23;-66.80;-26.60
1491.240;-4.57;-67.42;-67.21;-66.78;-26.56
1491.250;-4.55;-67.44;-67.23;-66.80;-26.60
1491.260;-4.54;-67.45;-67.24;-66.81;-26.60
1491.270;-4.55;-67.44;-67.23;-66.80;-26.61
1491.280;-4.53;-67.46;-67.24;-66.81;-26.63
1491.290;-4.55;-67.44;-67.23;-66.80;-26.61
1491.300;-4.54;-67.45;-67.24;-66.81;-26.62
1491.310;-4.51;-67.47;-67.26;-66.83;-26.65
1491.320;-4.53;-67.45;-67.24;-66.81;-26.62
1491.330;-4.53;-67.45;-67.24;-66.81;-26.61
1491.340;-4.51;-67.47;-67.26;-66.83;-26.63
1491.350;-4.53;-67.46;-67.25;-66.82;-26.67
1491.360;-4.53;-67.46;-67.25;-66.82;-26.65
1491.370;-4.52;-67.46;-67.25;-66.83;-26.64
1491.380;-4.56;-67.43;-67.22;-66.79;-26.66
1491.390;-4.53;-67.45;-67.25;-66.82;-26.65
1491.400;-4.56;-67.43;-67.22;-66.79;-26.67
1491.410;-4.56;-67.42;-67.21;-66.78;-26.65
1491.420;-4.55;-67.44;-67.23;-66.80;-26.69
1491.430;-4.58;-67.40;-67.19;-66.76;-26.65
1491.440;-4.55;-67.44;-67.23;-66.80;-26.70
1491.450;-4.52;-67.46;-67.25;-66.82;-26.70
1491.460;-4.56;-67.42;-67.21;-66.78;-26.67
1491.470;-4.55;-67.44;-67.23;-66.80;-26.69
1491.480;-4.54;-67.44;-67.23;-66.80;-26.71
1491.490;-4.57;-67.42;-67.21;-66.78;-26.68
1491.500;-4.53;-67.45;-67.24;-66.81;-26.68
1491.510;-4.55;-67.44;-67.23;-66.80;-26.75
1491.520;-4.53;-67.45;-67.24;-66.81;-26.74
1491.530;-4.54;-67.45;-67.24;-66.81;-26.74
1491.540;-4.57;-67.42;-67.21;-66.78;-26.70
1491.550;-4.54;-67.44;-67.23;-66.80;-26.74
1491.560;-4.55;-67.44;-67.23;-66.80;-26.74
1491.570;-4.55;-67.43;-67.22;-66.79;-26.77
1491.580;-4.53;-67.45;-67.24;-66.81;-26.78
1491.590;-4.57;-67.41;-67.20;-66.77;-26.76
1491.600;-4.58;-67.40;-67.19;-66.76;-26.78
1491.610;-4.57;-67.42;-67.21;-66.77;-26.76
1491.620;-4.58;-67.40;-67.19;-66.76;-26.80
1491.630;-4.57;-67.41;-67.20;-66.77;-26.81
1491.640;-4.57;-67.42;-67.20;-66.77;-26.81
1491.650;-4.58;-67.40;-67.19;-66.76;-26.83
1491.660;-4.57;-67.42;-67.21;-66.78;-26.82
1491.670;-4.59;-67.40;-67.19;-66.75;-26.81
1491.680;-4.60;-67.39;-67.18;-66.74;-26.82
1491.690;-4.58;-67.40;-67.19;-66.76;-26.82
1491.700;-4.59;-67.40;-67.19;-66.75;-26.85
1491.710;-4.59;-67.39;-67.18;-66.75;-26.84
1491.720;-4.58;-67.40;-67.19;-66.76;-26.83
1491.730;-4.62;-67.37;-67.16;-66.72;-26.86
1491.740;-4.58;-67.40;-67.19;-66.76;-26.89
1491.750;-4.59;-67.39;-67.18;-66.75;-26.89
1491.760;-4.62;-67.37;-67.16;-66.72;-26.89
1491.770;-4.58;-67.40;-67.19;-66.76;-26.88
1491.780;-4.59;-67.39;-67.18;-66.74;-26.90
1491.790;-4.61;-67.38;-67.16;-66.73;-26.90
1491.800;-4.60;-67.38;-67.17;-66.74;-26.93
1491.810;-4.60;-67.38;-67.17;-66.74;-26.94
1491.820;-4.60;-67.39;-67.18;-66.74;-26.92
1491.830;-4.58;-67.40;-67.19;-66.75;-26.93
1491.840;-4.60;-67.39;-67.17;-66.74;-26.96
1491.850;-4.58;-67.40;-67.19;-66.75;-26.95
1491.860;-4.59;-67.39;-67.18;-66.75;-26.94
1491.870;-4.59;-67.40;-67.18;-66.75;-26.95
1491.880;-4.58;-67.40;-67.19;-66.75;-26.92
1491.890;-4.59;-67.40;-67.19;-66.75;-26.95
1491.900;-4.59;-67.39;-67.18;-66.74;-26.95
1491.910;-4.58;-67.40;-67.19;-66.75;-27.00
1491.920;-4.60;-67.38;-67.17;-66.74;-26.98
1491.930;-4.58;-67.41;-67.19;-66.76;-27.00
1491.940;-4.58;-67.41;-67.20;-66.76;-26.99
1491.950;-4.58;-67.40;-67.19;-66.75;-26.98
1491.960;-4.57;-67.42;-67.21;-66.77;-27.03
1491.970;-4.56;-67.43;-67.21;-66.78;-26.99
1491.980;-4.57;-67.41;-67.20;-66.76;-26.98
1491.990;-4.55;-67.43;-67.22;-66.78;-27.02
1492.000;-4.57;-67.42;-67.21;-66.77;-27.05
1492.010;-4.58;-67.41;-67.19;-66.76;-27.03
1492.020;-4.56;-67.43;-67.22;-66.78;-27.06
1492.030;-4.56;-67.42;-67.21;-66.77;-27.02
1492.040;-4.55;-67.44;-67.22;-66.79;-27.03
1492.050;-4.55;-67.44;-67.22;-66.79;-27.02
1492.060;-4.56;-67.43;-67.21;-66.77;-27.06
1492.070;-4.55;-67.44;-67.22;-66.78;-27.07
1492.080;-4.54;-67.45;-67.24;-66.80;-27.08
1492.090;-4.57;-67.42;-67.21;-66.77;-27.05
1492.100;-4.57;-67.42;-67.21;-66.77;-27.05
1492.110;-4.57;-67.42;-67.21;-66.77;-27.07
1492.120;-4.56;-67.43;-67.21;-66.77;-27.09
1492.130;-4.55;-67.44;-67.22;-66.79;-27.07
1492.140;-4.57;-67.42;-67.21;-66.77;-27.06
1492.150;-4.53;-67.46;-67.24;-66.80;-27.05
1492.160;-4.56;-67.42;-67.21;-66.77;-27.10
1492.170;-4.56;-67.43;-67.21;-66.78;-27.10
1492.180;-4.55;-67.43;-67.22;-66.78;-27.11
1492.190;-4.57;-67.42;-67.21;-66.77;-27.11
1492.200;-4.54;-67.45;-67.24;-66.80;-27.10
1492.210;-4.53;-67.45;-67.24;-66.80;-27.14
1492.220;-4.58;-67.41;-67.19;-66.76;-27.12
1492.230;-4.56;-67.42;-67.21;-66.77;-27.16
1492.240;-4.55;-67.44;-67.22;-66.79;-27.15
1492.250;-4.56;-67.43;-67.21;-66.78;-27.16
1492.260;-4.55;-67.44;-67.22;-66.79;-27.16
1492.270;-4.58;-67.40;-67.19;-66.76;-27.11
1492.280;-4.57;-67.42;-67.21;-66.77;-27.15
1492.290;-4.55;-67.43;-67.22;-66.78;-27.16
1492.300;-4.57;-67.42;-67.21;-66.77;-27.18
1492.310;-4.56;-67.43;-67.21;-66.78;-27.17
1492.320;-4.56;-67.43;-67.22;-66.78;-27.18
1492.330;-4.58;-67.40;-67.19;-66.75;-27.17
1492.340;-4.57;-67.42;-67.21;-66.77;-27.21
1492.350;-4.58;-67.40;-67.19;-66.75;-27.20
1492.360;-4.58;-67.40;-67.19;-66.75;-27.19
1492.370;-4.57;-67.42;-67.20;-66.77;-27.18
1492.380;-4.58;-67.40;-67.19;-66.76;-27.17
1492.390;-4.58;-67.40;-67.19;-66.76;-27.20
1492.400;-4.58;-67.40;-67.19;-66.76;-27.20
1492.410;-4.61;-67.37;-67.16;-66.73;-27.19
1492.420;-4.58;-67.40;-67.19;-66.76;-27.21
1492.430;-4.60;-67.39;-67.18;-66.74;-27.22
1492.440;-4.62;-67.37;-67.15;-66.72;-27.22
1492.450;-4.59;-67.40;-67.18;-66.75;-27.22
1492.460;-4.62;-67.36;-67.15;-66.72;-27.24
1492.470;-4.62;-67.36;-67.15;-66.72;-27.22
1492.480;-4.60;-67.38;-67.17;-66.74;-27.23
1492.490;-4.63;-67.35;-67.14;-66.71;-27.21
1492.500;-4.62;-67.37;-67.16;-66.73;-27.25
1492.510;-4.62;-67.37;-67.15;-66.72;-27.25
1492.520;-4.64;-67.35;-67.13;-66.70;-27.26
1492.530;-4.62;-67.36;-67.15;-66.72;-27.30
1492.540;-4.61;-67.38;-67.16;-66.73;-27.26
1492.550;-4.63;-67.36;-67.14;-66.71;-27.28
1492.560;-4.61;-67.38;-67.17;-66.74;-27.28
1492.570;-4.66;-67.33;-67.12;-66.69;-27.25
1492.580;-4.63;-67.35;-67.14;-66.71;-27.29
1492.590;-4.62;-67.37;-67.15;-66.72;-27.30
1492.600;-4.65;-67.34;-67.12;-66.70;-27.30
1492.610;-4.64;-67.35;-67.14;-66.71;-27.29
1492.620;-4.62;-67.37;-67.15;-66.73;-27.33
1492.630;-4.66;-67.33;-67.12;-66.69;-27.30
1492.640;-4.64;-67.34;-67.13;-66.70;-27.32
1492.650;-4.62;-67.36;-67.15;-66.72;-27.29
1492.660;-4.64;-67.35;-67.14;-66.71;-27.33
1492.670;-4.59;-67.39;-67.18;-66.76;-27.33
1492.680;-4.60;-67.39;-67.17;-66.75;-27.31
1492.690;-4.58;-67.40;-67.19;-66.76;-27.34
1492.700;-4.59;-67.39;-67.18;-66.76;-27.32
1492.710;-4.60;-67.38;-67.17;-66.75;-27.35
1492.720;-4.59;-67.40;-67.19;-66.76;-27.33
1492.730;-4.59;-67.40;-67.18;-66.76;-27.35
1492.740;-4.60;-67.38;-67.17;-66.74;-27.34
1492.750;-4.58;-67.40;-67.19;-66.76;-27.35
1492.760;-4.58;-67.40;-67.19;-66.76;-27.37
1492.770;-4.58;-67.41;-67.19;-66.77;-27.35
1492.780;-4.58;-67.41;-67.20;-66.77;-27.34
1492.790;-4.58;-67.40;-67.19;-66.76;-27.36
1492.800;-4.58;-67.40;-67.19;-66.77;-27.36
1492.810;-4.57;-67.41;-67.20;-66.78;-27.34
1492.820;-4.58;-67.40;-67.19;-66.77;-27.36
1492.830;-4.56;-67.43;-67.22;-66.79;-27.38
1492.840;-4.57;-67.42;-67.20;-66.78;-27.41
1492.850;-4.58;-67.40;-67.19;-66.77;-27.39
1492.860;-4.58;-67.40;-67.19;-66.77;-27.36
1492.870;-4.58;-67.40;-67.19;-66.77;-27.40
1492.880;-4.58;-67.40;-67.19;-66.77;-27.39
1492.890;-4.57;-67.41;-67.20;-66.78;-27.42
1492.900;-4.58;-67.40;-67.19;-66.77;-27.42
1492.910;-4.58;-67.40;-67.19;-66.77;-27.39
1492.920;-4.59;-67.40;-67.19;-66.76;-27.40
1492.930;-4.60;-67.39;-67.18;-66.76;-27.43
1492.940;-4.57;-67.41;-67.20;-66.78;-27.41
1492.950;-4.58;-67.40;-67.19;-66.77;-27.41
1492.960;-4.58;-67.41;-67.19;-66.77;-27.44
1492.970;-4.57;-67.41;-67.20;-66.78;-27.42
1492.980;-4.58;-67.40;-67.19;-66.77;-27.45
1492.990;-4.58;-67.40;-67.19;-66.77;-27.46
1493.000;-4.57;-67.42;-67.20;-66.78;-27.48
1493.010;-4.58;-67.40;-67.19;-66.77;-27.45
1493.020;-4.58;-67.40;-67.19;-66.77;-27.46
1493.030;-4.58;-67.40;-67.19;-66.77;-27.46
1493.040;-4.58;-67.40;-67.19;-66.77;-27.46
1493.050;-4.58;-67.40;-67.19;-66.77;-27.47
1493.060;-4.61;-67.38;-67.16;-66.74;-27.45
1493.070;-4.58;-67.40;-67.19;-66.77;-27.49
1493.080;-4.60;-67.39;-67.18;-66.76;-27.48
1493.090;-4.61;-67.38;-67.16;-66.74;-27.47
1493.100;-4.59;-67.40;-67.19;-66.76;-27.45
1493.110;-4.59;-67.40;-67.19;-66.77;-27.46
1493.120;-4.60;-67.39;-67.17;-66.75;-27.48
1493.130;-4.59;-67.40;-67.18;-66.76;-27.48
1493.140;-4.60;-67.39;-67.17;-66.75;-27.50
1493.150;-4.62;-67.37;-67.16;-66.74;-27.48
1493.160;-4.58;-67.41;-67.19;-66.77;-27.51
1493.170;-4.61;-67.38;-67.17;-66.74;-27.50
1493.180;-4.60;-67.39;-67.17;-66.75;-27.51
1493.190;-4.59;-67.40;-67.18;-66.76;-27.47
1493.200;-4.62;-67.37;-67.15;-66.73;-27.48
1493.210;-4.61;-67.38;-67.16;-66.74;-27.50
1493.220;-4.62;-67.37;-67.15;-66.73;-27.49
1493.230;-4.63;-67.36;-67.14;-66.72;-27.47
1493.240;-4.61;-67.38;-67.16;-66.74;-27.49
1493.250;-4.63;-67.36;-67.15;-66.72;-27.51
1493.260;-4.64;-67.35;-67.14;-66.71;-27.51
1493.270;-4.62;-67.37;-67.15;-66.73;-27.50
1493.280;-4.64;-67.35;-67.14;-66.71;-27.48
1493.290;-4.62;-67.37;-67.15;-66.73;-27.49
1493.300;-4.60;-67.39;-67.17;-66.75;-27.51
1493.310;-4.65;-67.34;-67.12;-66.70;-27.50
1493.320;-4.63;-67.36;-67.15;-66.72;-27.51
1493.330;-4.63;-67.36;-67.14;-66.72;-27.51
1493.340;-4.65;-67.34;-67.12;-66.70;-27.51
1493.350;-4.63;-67.36;-67.14;-66.72;-27.52
1493.360;-4.64;-67.35;-67.13;-66.71;-27.53
1493.370;-4.64;-67.35;-67.13;-66.71;-27.52
1493.380;-4.64;-67.35;-67.13;-66.71;-27.51
1493.390;-4.66;-67.34;-67.12;-66.70;-27.53
1493.400;-4.64;-67.35;-67.13;-66.71;-27.55
1493.410;-4.64;-67.36;-67.14;-66.71;-27.50
1493.420;-4.65;-67.34;-67.12;-66.70;-27.53
1493.430;-4.63;-67.37;-67.15;-66.72;-27.52
1493.440;-4.65;-67.34;-67.12;-66.70;-27.52
1493.450;-4.66;-67.34;-67.12;-66.70;-27.51
1493.460;-4.64;-67.36;-67.14;-66.71;-27.52
1493.470;-4.65;-67.34;-67.12;-66.70;-27.51
1493.480;-4.65;-67.35;-67.13;-66.70;-27.54
1493.490;-4.64;-67.36;-67.14;-66.71;-27.51
1493.500;-4.65;-67.34;-67.12;-66.70;-27.55
1493.510;-4.62;-67.38;-67.15;-66.73;-27.54
1493.520;-4.60;-67.39;-67.17;-66.75;-27.58
1493.530;-4.62;-67.38;-67.15;-66.73;-27.51
1493.540;-4.62;-67.38;-67.16;-66.74;-27.51
1493.550;-4.62;-67.37;-67.15;-66.73;-27.52
1493.560;-4.61;-67.39;-67.17;-66.74;-27.52
1493.570;-4.59;-67.41;-67.19;-66.77;-27.55
1493.580;-4.61;-67.39;-67.17;-66.74;-27.52
1493.590;-4.62;-67.38;-67.16;-66.73;-27.54
1493.600;-4.59;-67.41;-67.19;-66.76;-27.50
1493.610;-4.65;-67.35;-67.13;-66.70;-27.54
1493.620;-4.59;-67.40;-67.18;-66.76;-27.52
1493.630;-4.62;-67.38;-67.16;-66.74;-27.54
1493.640;-4.62;-67.38;-67.16;-66.73;-27.52
1493.650;-4.58;-67.41;-67.19;-66.77;-27.55
1493.660;-4.61;-67.38;-67.16;-66.74;-27.52
1493.670;-4.61;-67.39;-67.17;-66.74;-27.54
1493.680;-4.62;-67.38;-67.16;-66.73;-27.59
1493.690;-4.61;-67.39;-67.17;-66.75;-27.54
1493.700;-4.60;-67.39;-67.17;-66.75;-27.55
1493.710;-4.58;-67.41;-67.19;-66.77;-27.56
1493.720;-4.60;-67.39;-67.17;-66.75;-27.56
1493.730;-4.60;-67.39;-67.17;-66.75;-27.52
1493.740;-4.60;-67.39;-67.17;-66.75;-27.53
1493.750;-4.60;-67.39;-67.17;-66.75;-27.55
1493.760;-4.60;-67.39;-67.17;-66.75;-27.56
1493.770;-4.61;-67.38;-67.16;-66.74;-27.56
1493.780;-4.61;-67.38;-67.16;-66.74;-27.53
1493.790;-4.60;-67.40;-67.18;-66.75;-27.58
1493.800;-4.62;-67.37;-67.15;-66.73;-27.53
1493.810;-4.62;-67.38;-67.16;-66.74;-27.58
1493.820;-4.61;-67.38;-67.16;-66.74;-27.58
1493.830;-4.63;-67.36;-67.14;-66.72;-27.53
1493.840;-4.64;-67.36;-67.14;-66.71;-27.54
1493.850;-4.64;-67.35;-67.13;-66.71;-27.53
1493.860;-4.65;-67.35;-67.13;-66.71;-27.53
1493.870;-4.62;-67.37;-67.15;-66.73;-27.51
1493.880;-4.62;-67.37;-67.15;-66.73;-27.56
1493.890;-4.61;-67.38;-67.16;-66.74;-27.54
1493.900;-4.64;-67.36;-67.14;-66.72;-27.53
1493.910;-4.64;-67.35;-67.13;-66.71;-27.54
1493.920;-4.64;-67.36;-67.14;-66.72;-27.56
1493.930;-4.62;-67.37;-67.15;-66.73;-27.55
1493.940;-4.62;-67.37;-67.15;-66.73;-27.53
1493.950;-4.62;-67.37;-67.15;-66.73;-27.56
1493.960;-4.64;-67.35;-67.14;-66.71;-27.53
1493.970;-4.63;-67.36;-67.14;-66.72;-27.54
1493.980;-4.61;-67.38;-67.17;-66.74;-27.54
1493.990;-4.64;-67.35;-67.14;-66.71;-27.57
1494.000;-4.65;-67.34;-67.13;-66.70;-27.54
1494.010;-4.63;-67.36;-67.14;-66.72;-27.53
1494.020;-4.65;-67.34;-67.12;-66.70;-27.51
1494.030;-4.66;-67.33;-67.12;-66.70;-27.52
1494.040;-4.64;-67.35;-67.13;-66.71;-27.52
1494.050;-4.66;-67.33;-67.12;-66.70;-27.52
1494.060;-4.63;-67.36;-67.15;-66.72;-27.54
1494.070;-4.67;-67.32;-67.10;-66.68;-27.50
1494.080;-4.67;-67.32;-67.10;-66.68;-27.53
1494.090;-4.68;-67.31;-67.09;-66.67;-27.50
1494.100;-4.68;-67.31;-67.10;-66.67;-27.49
1494.110;-4.65;-67.33;-67.12;-66.70;-27.52
1494.120;-4.66;-67.33;-67.12;-66.70;-27.51
1494.130;-4.67;-67.32;-67.10;-66.68;-27.52
1494.140;-4.66;-67.33;-67.12;-66.70;-27.51
1494.150;-4.67;-67.31;-67.10;-66.68;-27.53
1494.160;-4.67;-67.32;-67.11;-66.68;-27.51
1494.170;-4.66;-67.33;-67.12;-66.70;-27.51
1494.180;-4.67;-67.32;-67.10;-66.68;-27.50
1494.190;-4.66;-67.33;-67.12;-66.70;-27.51
1494.200;-4.66;-67.33;-67.11;-66.69;-27.52
1494.210;-4.67;-67.31;-67.10;-66.68;-27.51
1494.220;-4.66;-67.33;-67.12;-66.69;-27.52
1494.230;-4.66;-67.33;-67.11;-66.69;-27.56
1494.240;-4.68;-67.31;-67.10;-66.67;-27.52
1494.250;-4.66;-67.33;-67.12;-66.70;-27.52
1494.260;-4.67;-67.31;-67.10;-66.68;-27.50
1494.270;-4.67;-67.32;-67.10;-66.68;-27.50
1494.280;-4.66;-67.33;-67.12;-66.70;-27.50
1494.290;-4.67;-67.32;-67.10;-66.68;-27.47
1494.300;-4.66;-67.33;-67.12;-66.69;-27.52
1494.310;-4.66;-67.32;-67.11;-66.69;-27.51
1494.320;-4.68;-67.30;-67.09;-66.67;-27.49
1494.330;-4.66;-67.33;-67.11;-66.69;-27.49
1494.340;-4.66;-67.33;-67.12;-66.70;-27.48
1494.350;-4.66;-67.33;-67.12;-66.70;-27.48
1494.360;-4.66;-67.33;-67.12;-66.69;-27.49
1494.370;-4.66;-67.33;-67.12;-66.69;-27.51
1494.380;-4.66;-67.33;-67.12;-66.69;-27.51
1494.390;-4.66;-67.33;-67.12;-66.69;-27.47
1494.400;-4.67;-67.32;-67.11;-66.68;-27.51
1494.410;-4.66;-67.33;-67.11;-66.69;-27.52
1494.420;-4.66;-67.33;-67.12;-66.69;-27.49
1494.430;-4.66;-67.33;-67.12;-66.69;-27.51
1494.440;-4.65;-67.34;-67.13;-66.70;-27.50
1494.450;-4.65;-67.33;-67.12;-66.70;-27.51
1494.460;-4.66;-67.33;-67.12;-66.69;-27.53
1494.470;-4.64;-67.34;-67.13;-66.71;-27.52
1494.480;-4.64;-67.34;-67.13;-66.71;-27.52
1494.490;-4.64;-67.34;-67.13;-66.71;-27.49
1494.500;-4.64;-67.35;-67.13;-66.71;-27.51
1494.510;-4.65;-67.34;-67.13;-66.70;-27.52
1494.520;-4.66;-67.33;-67.12;-66.69;-27.49
1494.530;-4.64;-67.34;-67.13;-66.71;-27.50
1494.540;-4.65;-67.33;-67.12;-66.70;-27.52
1494.550;-4.63;-67.35;-67.14;-66.72;-27.49
1494.560;-4.65;-67.34;-67.13;-66.70;-27.48
1494.570;-4.66;-67.33;-67.12;-66.69;-27.50
1494.580;-4.64;-67.34;-67.13;-66.71;-27.51
1494.590;-4.66;-67.33;-67.12;-66.69;-27.52
1494.600;-4.64;-67.34;-67.13;-66.70;-27.48
1494.610;-4.66;-67.33;-67.12;-66.69;-27.50
1494.620;-4.65;-67.33;-67.12;-66.70;-27.48
1494.630;-4.64;-67.34;-67.13;-66.71;-27.49
1494.640;-4.65;-67.33;-67.12;-66.70;-27.48
1494.650;-4.66;-67.33;-67.12;-66.69;-27.52
1494.660;-4.64;-67.34;-67.13;-66.70;-27.53
1494.670;-4.66;-67.32;-67.12;-66.69;-27.51
1494.680;-4.64;-67.34;-67.13;-66.70;-27.51
1494.690;-4.64;-67.34;-67.13;-66.71;-27.47
1494.700;-4.67;-67.31;-67.10;-66.68;-27.47
1494.710;-4.64;-67.34;-67.14;-66.71;-27.52
1494.720;-4.65;-67.33;-67.12;-66.70;-27.52
1494.730;-4.66;-67.32;-67.12;-66.69;-27.50
1494.740;-4.66;-67.32;-67.12;-66.69;-27.53
1494.750;-4.66;-67.32;-67.12;-66.69;-27.48
1494.760;-4.66;-67.32;-67.12;-66.69;-27.48
1494.770;-4.64;-67.34;-67.13;-66.70;-27.50
1494.780;-4.66;-67.32;-67.12;-66.69;-27.49
1494.790;-4.66;-67.32;-67.12;-66.69;-27.49
1494.800;-4.67;-67.31;-67.10;-66.67;-27.45
1494.810;-4.69;-67.29;-67.08;-66.66;-27.48
1494.820;-4.67;-67.30;-67.10;-66.67;-27.48
1494.830;-4.69;-67.29;-67.09;-66.66;-27.48
1494.840;-4.68;-67.30;-67.10;-66.67;-27.50
1494.850;-4.66;-67.32;-67.12;-66.69;-27.50
1494.860;-4.67;-67.31;-67.10;-66.67;-27.48
1494.870;-4.69;-67.29;-67.08;-66.65;-27.48
1494.880;-4.67;-67.30;-67.10;-66.67;-27.48
1494.890;-4.72;-67.26;-67.05;-66.62;-27.45
1494.900;-4.68;-67.29;-67.09;-66.66;-27.47
1494.910;-4.67;-67.30;-67.10;-66.67;-27.49
1494.920;-4.71;-67.27;-67.06;-66.63;-27.46
1494.930;-4.67;-67.30;-67.10;-66.67;-27.49
1494.940;-4.69;-67.28;-67.08;-66.65;-27.48
1494.950;-4.68;-67.29;-67.09;-66.66;-27.46
1494.960;-4.67;-67.30;-67.10;-66.67;-27.48
1494.970;-4.71;-67.27;-67.06;-66.63;-27.48
1494.980;-4.70;-67.27;-67.07;-66.64;-27.46
1494.990;-4.68;-67.30;-67.09;-66.66;-27.46
1495.000;-4.73;-67.25;-67.05;-66.61;-27.45
1495.010;-4.70;-67.27;-67.07;-66.64;-27.45
1495.020;-4.71;-67.26;-67.06;-66.63;-27.46
1495.030;-4.70;-67.28;-67.07;-66.64;-27.44
1495.040;-4.67;-67.30;-67.10;-66.67;-27.50
1495.050;-4.69;-67.29;-67.09;-66.66;-27.45
1495.060;-4.71;-67.26;-67.06;-66.63;-27.47
1495.070;-4.71;-67.26;-67.06;-66.63;-27.44
1495.080;-4.71;-67.26;-67.06;-66.63;-27.43
1495.090;-4.70;-67.27;-67.07;-66.64;-27.44
1495.100;-4.69;-67.28;-67.08;-66.65;-27.45
1495.110;-4.71;-67.27;-67.06;-66.63;-27.46
1495.120;-4.68;-67.30;-67.10;-66.66;-27.45
1495.130;-4.69;-67.28;-67.08;-66.65;-27.45
1495.140;-4.68;-67.29;-67.09;-66.66;-27.45
1495.150;-4.66;-67.32;-67.11;-66.68;-27.45
1495.160;-4.69;-67.28;-67.08;-66.65;-27.44
1495.170;-4.68;-67.29;-67.09;-66.65;-27.46
1495.180;-4.67;-67.30;-67.10;-66.67;-27.45
1495.190;-4.67;-67.30;-67.10;-66.67;-27.45
1495.200;-4.67;-67.30;-67.10;-66.67;-27.45
1495.210;-4.66;-67.32;-67.11;-66.68;-27.47
1495.220;-4.66;-67.32;-67.11;-66.68;-27.48
1495.230;-4.66;-67.32;-67.11;-66.68;-27.45
1495.240;-4.67;-67.30;-67.09;-66.66;-27.48
1495.250;-4.67;-67.31;-67.10;-66.67;-27.45
1495.260;-4.66;-67.32;-67.11;-66.68;-27.45
1495.270;-4.66;-67.32;-67.11;-66.68;-27.50
1495.280;-4.66;-67.32;-67.11;-66.68;-27.47
1495.290;-4.66;-67.32;-67.11;-66.68;-27.45
1495.300;-4.66;-67.32;-67.11;-66.68;-27.46
1495.310;-4.66;-67.32;-67.11;-66.68;-27.45
1495.320;-4.66;-67.32;-67.11;-66.68;-27.41
1495.330;-4.66;-67.32;-67.11;-66.68;-27.48
1495.340;-4.64;-67.33;-67.12;-66.70;-27.47
1495.350;-4.66;-67.32;-67.11;-66.68;-27.40
1495.360;-4.66;-67.32;-67.11;-66.68;-27.44
1495.370;-4.67;-67.31;-67.10;-66.67;-27.44
1495.380;-4.66;-67.31;-67.11;-66.68;-27.44
1495.390;-4.66;-67.32;-67.11;-66.68;-27.42
1495.400;-4.66;-67.31;-67.10;-66.68;-27.44
1495.410;-4.67;-67.30;-67.09;-66.66;-27.42
1495.420;-4.66;-67.31;-67.11;-66.68;-27.40
1495.430;-4.67;-67.30;-67.09;-66.66;-27.40
1495.440;-4.67;-67.31;-67.10;-66.67;-27.41
