WL; Output[dBm]; Det1_IL[dB]; Det2_IL[dB]; Det4_IL[dB]; Det3_IL
1509.140;-4.69;-67.28;-67.06;-66.65;-37.70
1509.150;-4.72;-67.26;-67.04;-66.63;-37.65
1509.160;-4.72;-67.26;-67.04;-66.63;-37.67
1509.170;-4.71;-67.27;-67.05;-66.64;-37.65
1509.180;-4.69;-67.29;-67.06;-66.66;-37.70
1509.190;-4.69;-67.29;-67.06;-66.66;-37.66
1509.200;-4.69;-67.29;-67.06;-66.66;-37.64
1509.210;-4.71;-67.27;-67.05;-66.64;-37.67
1509.220;-4.71;-67.27;-67.05;-66.64;-37.62
1509.230;-4.70;-67.28;-67.05;-66.65;-37.70
1509.240;-4.71;-67.27;-67.05;-66.64;-37.65
1509.250;-4.68;-67.30;-67.08;-66.67;-37.68
1509.260;-4.71;-67.27;-67.05;-66.64;-37.62
1509.270;-4.71;-67.28;-67.05;-66.64;-37.57
1509.280;-4.69;-67.29;-67.07;-66.66;-37.66
1509.290;-4.69;-67.29;-67.07;-66.66;-37.69
1509.300;-4.69;-67.29;-67.07;-66.66;-37.71
1509.310;-4.68;-67.31;-67.08;-66.67;-37.67
1509.320;-4.68;-67.30;-67.07;-66.67;-37.73
1509.330;-4.66;-67.32;-67.09;-66.69;-37.80
1509.340;-4.69;-67.30;-67.07;-66.66;-37.80
1509.350;-4.68;-67.31;-67.08;-66.68;-37.73
1509.360;-4.69;-67.29;-67.07;-66.66;-37.72
1509.370;-4.70;-67.28;-67.06;-66.65;-37.73
1509.380;-4.70;-67.29;-67.06;-66.66;-37.81
1509.390;-4.67;-67.31;-67.08;-66.68;-37.75
1509.400;-4.71;-67.28;-67.05;-66.65;-37.87
1509.410;-4.70;-67.28;-67.06;-66.65;-37.79
1509.420;-4.71;-67.28;-67.05;-66.64;-37.86
1509.430;-4.69;-67.29;-67.07;-66.66;-37.88
1509.440;-4.67;-67.31;-67.09;-66.68;-37.93
1509.450;-4.67;-67.31;-67.09;-66.68;-37.83
1509.460;-4.68;-67.30;-67.08;-66.67;-37.86
1509.470;-4.67;-67.31;-67.08;-66.68;-37.88
1509.480;-4.71;-67.28;-67.05;-66.65;-37.78
1509.490;-4.69;-67.29;-67.07;-66.66;-37.88
1509.500;-4.68;-67.30;-67.08;-66.67;-37.91
1509.510;-4.69;-67.30;-67.07;-66.66;-37.93
1509.520;-4.67;-67.31;-67.09;-66.68;-37.89
1509.530;-4.67;-67.31;-67.09;-66.68;-37.95
1509.540;-4.66;-67.32;-67.10;-66.69;-37.97
1509.550;-4.66;-67.33;-67.10;-66.70;-37.94
1509.560;-4.67;-67.31;-67.09;-66.68;-37.96
1509.570;-4.69;-67.29;-67.07;-66.66;-37.97
1509.580;-4.69;-67.29;-67.07;-66.66;-38.04
1509.590;-4.69;-67.29;-67.07;-66.66;-38.01
1509.600;-4.69;-67.29;-67.07;-66.66;-38.01
1509.610;-4.69;-67.29;-67.07;-66.66;-38.04
1509.620;-4.68;-67.30;-67.08;-66.67;-38.05
1509.630;-4.67;-67.31;-67.09;-66.68;-38.16
1509.640;-4.66;-67.33;-67.10;-66.70;-38.10
1509.650;-4.69;-67.29;-67.07;-66.66;-38.02
1509.660;-4.69;-67.29;-67.07;-66.66;-38.08
1509.670;-4.69;-67.29;-67.07;-66.66;-38.09
1509.680;-4.69;-67.29;-67.07;-66.66;-38.09
1509.690;-4.69;-67.29;-67.07;-66.66;-38.01
1509.700;-4.70;-67.28;-67.06;-66.65;-38.01
1509.710;-4.72;-67.27;-67.04;-66.64;-38.02
1509.720;-4.71;-67.28;-67.05;-66.64;-38.00
1509.730;-4.71;-67.28;-67.05;-66.64;-38.07
1509.740;-4.72;-67.26;-67.04;-66.63;-37.99
1509.750;-4.69;-67.29;-67.07;-66.66;-38.07
1509.760;-4.71;-67.27;-67.05;-66.64;-38.10
1509.770;-4.73;-67.26;-67.04;-66.63;-38.06
1509.780;-4.71;-67.27;-67.05;-66.64;-38.04
1509.790;-4.73;-67.26;-67.04;-66.63;-38.00
1509.800;-4.73;-67.26;-67.04;-66.63;-37.98
1509.810;-4.71;-67.27;-67.05;-66.64;-38.01
1509.820;-4.73;-67.26;-67.04;-66.63;-37.95
1509.830;-4.72;-67.27;-67.05;-66.64;-37.89
1509.840;-4.71;-67.28;-67.06;-66.64;-37.99
1509.850;-4.73;-67.26;-67.04;-66.63;-37.97
1509.860;-4.71;-67.28;-67.06;-66.64;-38.01
1509.870;-4.73;-67.26;-67.04;-66.63;-38.02
1509.880;-4.73;-67.26;-67.04;-66.63;-38.00
1509.890;-4.73;-67.26;-67.04;-66.63;-37.97
1509.900;-4.73;-67.26;-67.04;-66.63;-37.96
1509.910;-4.73;-67.26;-67.04;-66.63;-38.01
1509.920;-4.73;-67.26;-67.04;-66.63;-38.05
1509.930;-4.74;-67.25;-67.03;-66.62;-38.04
1509.940;-4.72;-67.27;-67.05;-66.64;-38.07
1509.950;-4.73;-67.26;-67.04;-66.63;-38.02
1509.960;-4.74;-67.25;-67.03;-66.61;-38.03
1509.970;-4.73;-67.26;-67.04;-66.63;-37.94
1509.980;-4.73;-67.26;-67.04;-66.63;-37.93
1509.990;-4.75;-67.24;-67.02;-66.61;-38.05
1510.000;-4.73;-67.26;-67.04;-66.63;-38.05
1510.010;-4.73;-67.26;-67.04;-66.63;-38.04
1510.020;-4.73;-67.26;-67.04;-66.63;-38.02
1510.030;-4.73;-67.26;-67.04;-66.63;-38.05
1510.040;-4.73;-67.26;-67.04;-66.63;-37.94
1510.050;-4.73;-67.26;-67.04;-66.63;-38.01
1510.060;-4.73;-67.26;-67.04;-66.63;-37.91
1510.070;-4.73;-67.26;-67.04;-66.63;-37.90
1510.080;-4.73;-67.26;-67.05;-66.63;-38.01
1510.090;-4.72;-67.27;-67.06;-66.64;-37.96
1510.100;-4.73;-67.26;-67.04;-66.63;-37.96
1510.110;-4.71;-67.27;-67.06;-66.64;-37.88
1510.120;-4.73;-67.26;-67.04;-66.63;-37.98
1510.130;-4.73;-67.26;-67.04;-66.63;-37.89
1510.140;-4.73;-67.26;-67.04;-66.63;-37.92
1510.150;-4.73;-67.26;-67.04;-66.63;-37.97
1510.160;-4.73;-67.26;-67.04;-66.63;-37.87
1510.170;-4.71;-67.27;-67.06;-66.64;-37.90
1510.180;-4.73;-67.26;-67.04;-66.63;-37.90
1510.190;-4.73;-67.26;-67.04;-66.63;-37.91
1510.200;-4.73;-67.26;-67.04;-66.63;-37.90
1510.210;-4.73;-67.26;-67.05;-66.63;-37.82
1510.220;-4.71;-67.28;-67.06;-66.65;-37.87
1510.230;-4.71;-67.28;-67.06;-66.65;-37.86
1510.240;-4.72;-67.26;-67.05;-66.63;-37.84
1510.250;-4.69;-67.29;-67.08;-66.66;-37.87
1510.260;-4.71;-67.27;-67.06;-66.64;-37.85
1510.270;-4.72;-67.27;-67.05;-66.64;-37.87
1510.280;-4.71;-67.28;-67.06;-66.65;-37.92
1510.290;-4.71;-67.28;-67.06;-66.65;-37.92
1510.300;-4.71;-67.28;-67.07;-66.65;-37.94
1510.310;-4.71;-67.28;-67.06;-66.65;-37.94
1510.320;-4.73;-67.26;-67.04;-66.63;-37.92
1510.330;-4.73;-67.26;-67.04;-66.63;-37.97
1510.340;-4.73;-67.26;-67.04;-66.63;-37.97
1510.350;-4.73;-67.26;-67.04;-66.63;-38.04
1510.360;-4.72;-67.27;-67.06;-66.64;-38.00
1510.370;-4.72;-67.26;-67.05;-66.63;-37.96
1510.380;-4.73;-67.26;-67.04;-66.63;-37.98
1510.390;-4.73;-67.26;-67.04;-66.63;-38.03
1510.400;-4.73;-67.26;-67.04;-66.63;-38.01
1510.410;-4.71;-67.27;-67.06;-66.64;-38.05
1510.420;-4.71;-67.28;-67.06;-66.65;-38.00
1510.430;-4.73;-67.25;-67.04;-66.62;-38.07
1510.440;-4.74;-67.25;-67.04;-66.62;-38.08
1510.450;-4.73;-67.26;-67.04;-66.63;-38.05
1510.460;-4.73;-67.26;-67.04;-66.63;-38.03
1510.470;-4.72;-67.26;-67.05;-66.63;-38.08
1510.480;-4.72;-67.27;-67.06;-66.64;-38.01
1510.490;-4.73;-67.26;-67.04;-66.63;-38.11
1510.500;-4.71;-67.27;-67.06;-66.64;-38.04
1510.510;-4.73;-67.26;-67.04;-66.63;-38.05
1510.520;-4.73;-67.26;-67.04;-66.63;-38.10
1510.530;-4.73;-67.26;-67.04;-66.63;-38.04
1510.540;-4.74;-67.24;-67.03;-66.61;-38.06
1510.550;-4.73;-67.26;-67.05;-66.63;-37.96
1510.560;-4.71;-67.27;-67.06;-66.64;-38.12
1510.570;-4.73;-67.26;-67.04;-66.63;-38.05
1510.580;-4.73;-67.26;-67.04;-66.63;-38.10
1510.590;-4.73;-67.26;-67.04;-66.63;-38.00
1510.600;-4.76;-67.23;-67.02;-66.60;-38.05
1510.610;-4.73;-67.25;-67.04;-66.62;-38.08
1510.620;-4.75;-67.24;-67.03;-66.61;-38.08
1510.630;-4.76;-67.23;-67.01;-66.59;-38.02
1510.640;-4.75;-67.24;-67.03;-66.61;-38.08
1510.650;-4.75;-67.24;-67.02;-66.60;-38.07
1510.660;-4.75;-67.23;-67.02;-66.60;-38.05
1510.670;-4.73;-67.25;-67.04;-66.62;-38.08
1510.680;-4.78;-67.21;-66.99;-66.57;-37.96
1510.690;-4.77;-67.21;-67.00;-66.58;-37.97
1510.700;-4.75;-67.24;-67.03;-66.61;-38.04
1510.710;-4.75;-67.24;-67.03;-66.61;-38.04
1510.720;-4.75;-67.24;-67.03;-66.61;-38.03
1510.730;-4.75;-67.23;-67.02;-66.60;-38.03
1510.740;-4.78;-67.20;-66.99;-66.57;-38.05
1510.750;-4.75;-67.23;-67.02;-66.60;-38.08
1510.760;-4.76;-67.23;-67.01;-66.59;-38.02
1510.770;-4.75;-67.24;-67.03;-66.61;-38.10
1510.780;-4.76;-67.23;-67.02;-66.60;-38.08
1510.790;-4.77;-67.22;-67.01;-66.59;-38.07
1510.800;-4.77;-67.22;-67.01;-66.59;-38.09
1510.810;-4.75;-67.24;-67.03;-66.61;-38.15
1510.820;-4.75;-67.24;-67.02;-66.60;-38.09
1510.830;-4.75;-67.23;-67.02;-66.60;-38.06
1510.840;-4.76;-67.23;-67.01;-66.60;-38.06
1510.850;-4.76;-67.22;-67.01;-66.59;-38.09
1510.860;-4.76;-67.23;-67.01;-66.59;-38.08
1510.870;-4.75;-67.23;-67.02;-66.60;-38.12
1510.880;-4.77;-67.21;-67.00;-66.58;-38.15
1510.890;-4.73;-67.25;-67.04;-66.62;-38.19
1510.900;-4.76;-67.22;-67.01;-66.59;-38.19
1510.910;-4.77;-67.21;-67.00;-66.58;-38.17
1510.920;-4.75;-67.23;-67.02;-66.60;-38.20
1510.930;-4.77;-67.21;-67.00;-66.58;-38.20
1510.940;-4.78;-67.21;-66.99;-66.57;-38.19
1510.950;-4.74;-67.25;-67.04;-66.62;-38.22
1510.960;-4.76;-67.22;-67.01;-66.59;-38.25
1510.970;-4.75;-67.24;-67.02;-66.60;-38.20
1510.980;-4.76;-67.22;-67.01;-66.59;-38.26
1510.990;-4.78;-67.21;-66.99;-66.57;-38.27
1511.000;-4.77;-67.21;-67.00;-66.58;-38.32
1511.010;-4.76;-67.22;-67.01;-66.59;-38.25
1511.020;-4.75;-67.24;-67.02;-66.61;-38.32
1511.030;-4.75;-67.24;-67.03;-66.61;-38.38
1511.040;-4.75;-67.24;-67.02;-66.61;-38.33
1511.050;-4.76;-67.23;-67.01;-66.60;-38.32
1511.060;-4.73;-67.25;-67.04;-66.62;-38.44
1511.070;-4.75;-67.24;-67.02;-66.61;-38.39
1511.080;-4.75;-67.23;-67.02;-66.60;-38.39
1511.090;-4.74;-67.24;-67.02;-66.61;-38.44
1511.100;-4.75;-67.24;-67.02;-66.60;-38.43
1511.110;-4.75;-67.24;-67.02;-66.61;-38.46
1511.120;-4.73;-67.26;-67.04;-66.62;-38.46
1511.130;-4.73;-67.25;-67.03;-66.62;-38.52
1511.140;-4.73;-67.25;-67.03;-66.62;-38.53
1511.150;-4.74;-67.24;-67.03;-66.61;-38.51
1511.160;-4.73;-67.26;-67.04;-66.62;-38.57
1511.170;-4.73;-67.26;-67.04;-66.62;-38.58
1511.180;-4.74;-67.25;-67.03;-66.61;-38.60
1511.190;-4.73;-67.25;-67.04;-66.62;-38.62
1511.200;-4.73;-67.26;-67.04;-66.62;-38.72
1511.210;-4.73;-67.25;-67.04;-66.62;-38.68
1511.220;-4.75;-67.24;-67.02;-66.61;-38.63
1511.230;-4.73;-67.25;-67.03;-66.62;-38.69
1511.240;-4.74;-67.24;-67.02;-66.61;-38.76
1511.250;-4.73;-67.26;-67.04;-66.62;-38.74
1511.260;-4.73;-67.26;-67.04;-66.62;-38.65
1511.270;-4.74;-67.25;-67.03;-66.61;-38.69
1511.280;-4.73;-67.26;-67.04;-66.62;-38.60
1511.290;-4.73;-67.26;-67.04;-66.62;-38.64
1511.300;-4.74;-67.25;-67.03;-66.61;-38.62
1511.310;-4.73;-67.26;-67.04;-66.62;-38.64
1511.320;-4.74;-67.24;-67.02;-66.61;-38.68
1511.330;-4.74;-67.24;-67.02;-66.61;-38.65
1511.340;-4.73;-67.25;-67.03;-66.62;-38.71
1511.350;-4.75;-67.23;-67.01;-66.60;-38.67
1511.360;-4.74;-67.25;-67.03;-66.61;-38.74
1511.370;-4.73;-67.26;-67.04;-66.62;-38.75
1511.380;-4.76;-67.22;-67.00;-66.59;-38.64
1511.390;-4.76;-67.23;-67.01;-66.59;-38.69
1511.400;-4.75;-67.24;-67.02;-66.60;-38.69
1511.410;-4.76;-67.23;-67.00;-66.59;-38.73
1511.420;-4.75;-67.24;-67.02;-66.60;-38.58
1511.430;-4.75;-67.23;-67.01;-66.60;-38.66
1511.440;-4.76;-67.22;-67.00;-66.59;-38.62
1511.450;-4.75;-67.24;-67.01;-66.60;-38.59
1511.460;-4.75;-67.24;-67.02;-66.60;-38.67
1511.470;-4.75;-67.24;-67.02;-66.60;-38.65
1511.480;-4.75;-67.23;-67.01;-66.60;-38.63
1511.490;-4.79;-67.20;-66.97;-66.56;-38.63
1511.500;-4.78;-67.20;-66.98;-66.57;-38.56
1511.510;-4.77;-67.22;-66.99;-66.58;-38.63
1511.520;-4.79;-67.19;-66.97;-66.56;-38.57
1511.530;-4.77;-67.22;-66.99;-66.58;-38.50
1511.540;-4.78;-67.21;-66.98;-66.57;-38.46
1511.550;-4.80;-67.19;-66.96;-66.55;-38.40
1511.560;-4.78;-67.21;-66.98;-66.57;-38.46
1511.570;-4.79;-67.20;-66.97;-66.56;-38.48
1511.580;-4.78;-67.20;-66.98;-66.56;-38.37
1511.590;-4.75;-67.24;-67.01;-66.60;-38.40
1511.600;-4.77;-67.21;-66.99;-66.58;-38.33
1511.610;-4.79;-67.20;-66.97;-66.56;-38.30
1511.620;-4.78;-67.21;-66.98;-66.57;-38.28
1511.630;-4.78;-67.21;-66.98;-66.57;-38.18
1511.640;-4.78;-67.21;-66.98;-66.57;-38.23
1511.650;-4.78;-67.21;-66.98;-66.57;-38.21
1511.660;-4.78;-67.21;-66.98;-66.57;-38.17
1511.670;-4.77;-67.22;-66.99;-66.58;-38.13
1511.680;-4.77;-67.22;-66.99;-66.58;-38.18
1511.690;-4.80;-67.19;-66.96;-66.55;-38.10
1511.700;-4.78;-67.21;-66.98;-66.57;-38.08
1511.710;-4.79;-67.20;-66.97;-66.56;-38.06
1511.720;-4.80;-67.19;-66.96;-66.55;-38.00
1511.730;-4.78;-67.21;-66.98;-66.57;-37.99
1511.740;-4.79;-67.20;-66.97;-66.56;-37.85
1511.750;-4.79;-67.20;-66.97;-66.56;-37.82
1511.760;-4.78;-67.21;-66.98;-66.57;-37.88
1511.770;-4.80;-67.19;-66.96;-66.55;-37.80
1511.780;-4.76;-67.23;-67.00;-66.59;-37.88
1511.790;-4.75;-67.24;-67.01;-66.60;-37.89
1511.800;-4.78;-67.21;-66.98;-66.57;-37.85
1511.810;-4.75;-67.24;-67.01;-66.60;-37.90
1511.820;-4.76;-67.23;-66.99;-66.59;-37.85
1511.830;-4.75;-67.24;-67.00;-66.59;-37.82
1511.840;-4.76;-67.23;-67.00;-66.59;-37.74
1511.850;-4.75;-67.24;-67.01;-66.60;-37.73
1511.860;-4.77;-67.22;-66.99;-66.58;-37.86
1511.870;-4.74;-67.25;-67.01;-66.61;-37.87
1511.880;-4.75;-67.24;-67.01;-66.60;-37.81
1511.890;-4.76;-67.23;-67.00;-66.59;-37.81
1511.900;-4.75;-67.24;-67.01;-66.60;-37.73
1511.910;-4.77;-67.22;-66.99;-66.58;-37.72
1511.920;-4.75;-67.24;-67.01;-66.60;-37.76
1511.930;-4.74;-67.25;-67.02;-66.61;-37.73
1511.940;-4.75;-67.24;-67.01;-66.60;-37.73
1511.950;-4.76;-67.23;-67.00;-66.59;-37.66
1511.960;-4.75;-67.24;-67.00;-66.60;-37.71
1511.970;-4.76;-67.23;-66.99;-66.59;-37.71
1511.980;-4.75;-67.25;-67.01;-66.60;-37.69
1511.990;-4.76;-67.23;-66.99;-66.59;-37.68
1512.000;-4.76;-67.24;-67.00;-66.59;-37.69
1512.010;-4.76;-67.24;-67.00;-66.59;-37.60
1512.020;-4.78;-67.21;-66.98;-66.57;-37.65
1512.030;-4.76;-67.23;-67.00;-66.59;-37.69
1512.040;-4.75;-67.25;-67.01;-66.60;-37.67
1512.050;-4.76;-67.24;-67.00;-66.59;-37.62
1512.060;-4.75;-67.24;-67.01;-66.60;-37.60
1512.070;-4.73;-67.26;-67.03;-66.62;-37.56
1512.080;-4.76;-67.23;-67.00;-66.59;-37.65
1512.090;-4.75;-67.25;-67.01;-66.61;-37.67
1512.100;-4.76;-67.24;-67.00;-66.59;-37.55
1512.110;-4.76;-67.23;-66.99;-66.59;-37.53
1512.120;-4.75;-67.25;-67.01;-66.61;-37.58
1512.130;-4.75;-67.24;-67.00;-66.60;-37.55
1512.140;-4.75;-67.24;-67.00;-66.60;-37.59
1512.150;-4.73;-67.26;-67.03;-66.62;-37.49
1512.160;-4.80;-67.20;-66.96;-66.55;-37.58
1512.170;-4.78;-67.22;-66.98;-66.58;-37.57
1512.180;-4.77;-67.22;-66.98;-66.58;-37.63
1512.190;-4.77;-67.23;-66.99;-66.58;-37.70
1512.200;-4.75;-67.25;-67.01;-66.61;-37.65
1512.210;-4.75;-67.24;-67.00;-66.60;-37.64
1512.220;-4.79;-67.21;-66.97;-66.56;-37.66
1512.230;-4.77;-67.22;-66.98;-66.58;-37.69
1512.240;-4.76;-67.23;-66.99;-66.59;-37.64
1512.250;-4.76;-67.24;-67.00;-66.59;-37.52
1512.260;-4.75;-67.24;-67.00;-66.60;-37.62
1512.270;-4.78;-67.21;-66.97;-66.57;-37.63
1512.280;-4.80;-67.20;-66.96;-66.55;-37.79
1512.290;-4.78;-67.22;-66.98;-66.57;-37.64
1512.300;-4.79;-67.21;-66.97;-66.57;-37.75
1512.310;-4.80;-67.20;-66.96;-66.55;-37.72
1512.320;-4.79;-67.21;-66.97;-66.57;-37.69
1512.330;-4.80;-67.20;-66.96;-66.55;-37.73
1512.340;-4.78;-67.21;-66.97;-66.57;-37.73
1512.350;-4.80;-67.20;-66.96;-66.55;-37.72
1512.360;-4.80;-67.20;-66.96;-66.55;-37.73
1512.370;-4.77;-67.23;-66.99;-66.59;-37.71
1512.380;-4.80;-67.20;-66.96;-66.55;-37.76
1512.390;-4.79;-67.21;-66.97;-66.57;-37.79
1512.400;-4.78;-67.22;-66.97;-66.57;-37.78
1512.410;-4.81;-67.19;-66.94;-66.54;-37.84
1512.420;-4.82;-67.18;-66.94;-66.54;-37.89
1512.430;-4.80;-67.20;-66.96;-66.55;-37.82
1512.440;-4.80;-67.20;-66.96;-66.55;-37.84
1512.450;-4.80;-67.20;-66.96;-66.55;-37.80
1512.460;-4.80;-67.20;-66.96;-66.55;-37.82
1512.470;-4.80;-67.20;-66.96;-66.55;-37.82
1512.480;-4.79;-67.21;-66.96;-66.56;-37.84
1512.490;-4.80;-67.20;-66.95;-66.55;-37.90
1512.500;-4.80;-67.20;-66.96;-66.55;-37.83
1512.510;-4.78;-67.22;-66.97;-66.57;-37.89
1512.520;-4.80;-67.19;-66.95;-66.55;-37.87
1512.530;-4.81;-67.19;-66.95;-66.55;-37.89
1512.540;-4.78;-67.21;-66.97;-66.57;-37.95
1512.550;-4.78;-67.22;-66.98;-66.57;-38.00
1512.560;-4.79;-67.21;-66.97;-66.56;-37.93
1512.570;-4.77;-67.23;-66.99;-66.58;-37.86
1512.580;-4.78;-67.22;-66.98;-66.57;-37.87
1512.590;-4.78;-67.22;-66.98;-66.57;-37.81
1512.600;-4.75;-67.25;-67.01;-66.60;-37.90
1512.610;-4.79;-67.21;-66.97;-66.57;-37.92
1512.620;-4.79;-67.21;-66.97;-66.57;-37.91
1512.630;-4.80;-67.20;-66.96;-66.56;-37.95
1512.640;-4.80;-67.20;-66.96;-66.56;-37.89
1512.650;-4.76;-67.24;-67.00;-66.60;-37.90
1512.660;-4.76;-67.23;-67.00;-66.59;-37.97
1512.670;-4.77;-67.23;-66.99;-66.59;-37.94
1512.680;-4.76;-67.23;-67.00;-66.59;-37.93
1512.690;-4.78;-67.22;-66.98;-66.58;-37.80
1512.700;-4.76;-67.23;-67.00;-66.59;-37.81
1512.710;-4.76;-67.23;-67.00;-66.59;-37.80
1512.720;-4.76;-67.23;-67.00;-66.59;-37.83
1512.730;-4.76;-67.23;-67.00;-66.59;-37.78
1512.740;-4.77;-67.23;-66.99;-66.58;-37.79
1512.750;-4.78;-67.21;-66.98;-66.57;-37.79
1512.760;-4.77;-67.23;-67.00;-66.59;-37.75
1512.770;-4.75;-67.25;-67.02;-66.61;-37.67
1512.780;-4.75;-67.24;-67.01;-66.60;-37.69
1512.790;-4.75;-67.25;-67.02;-66.61;-37.67
1512.800;-4.75;-67.24;-67.01;-66.60;-37.60
1512.810;-4.76;-67.23;-67.00;-66.59;-37.61
1512.820;-4.76;-67.23;-67.00;-66.59;-37.54
1512.830;-4.77;-67.22;-66.99;-66.58;-37.54
1512.840;-4.77;-67.22;-66.99;-66.58;-37.51
1512.850;-4.76;-67.23;-67.00;-66.59;-37.54
1512.860;-4.78;-67.21;-66.98;-66.57;-37.54
1512.870;-4.77;-67.22;-67.00;-66.58;-37.53
1512.880;-4.77;-67.22;-66.99;-66.58;-37.48
1512.890;-4.77;-67.22;-66.99;-66.58;-37.54
1512.900;-4.76;-67.23;-67.00;-66.59;-37.54
1512.910;-4.76;-67.23;-67.01;-66.60;-37.39
1512.920;-4.80;-67.19;-66.97;-66.56;-37.52
1512.930;-4.77;-67.22;-66.99;-66.58;-37.48
1512.940;-4.78;-67.21;-66.99;-66.57;-37.46
1512.950;-4.80;-67.19;-66.97;-66.56;-37.52
1512.960;-4.77;-67.22;-66.99;-66.58;-37.48
1512.970;-4.78;-67.21;-66.98;-66.57;-37.50
1512.980;-4.77;-67.22;-67.00;-66.58;-37.51
1512.990;-4.76;-67.23;-67.00;-66.59;-37.48
1513.000;-4.79;-67.20;-66.97;-66.56;-37.43
1513.010;-4.76;-67.23;-67.00;-66.59;-37.33
1513.020;-4.78;-67.21;-66.98;-66.57;-37.41
1513.030;-4.78;-67.21;-66.99;-66.57;-37.45
1513.040;-4.78;-67.21;-66.99;-66.57;-37.45
1513.050;-4.79;-67.20;-66.98;-66.57;-37.40
1513.060;-4.79;-67.20;-66.98;-66.57;-37.41
1513.070;-4.78;-67.21;-66.99;-66.57;-37.44
1513.080;-4.80;-67.19;-66.97;-66.56;-37.45
1513.090;-4.80;-67.19;-66.97;-66.56;-37.49
1513.100;-4.79;-67.20;-66.98;-66.57;-37.54
1513.110;-4.79;-67.19;-66.98;-66.56;-37.46
1513.120;-4.78;-67.21;-66.99;-66.57;-37.39
1513.130;-4.80;-67.19;-66.97;-66.56;-37.49
1513.140;-4.80;-67.19;-66.97;-66.56;-37.51
1513.150;-4.80;-67.19;-66.97;-66.56;-37.55
1513.160;-4.80;-67.19;-66.97;-66.56;-37.53
1513.170;-4.81;-67.17;-66.96;-66.54;-37.56
1513.180;-4.80;-67.19;-66.97;-66.56;-37.54
1513.190;-4.80;-67.19;-66.97;-66.56;-37.56
1513.200;-4.80;-67.19;-66.97;-66.56;-37.54
1513.210;-4.80;-67.19;-66.97;-66.56;-37.61
1513.220;-4.80;-67.18;-66.97;-66.55;-37.59
1513.230;-4.81;-67.18;-66.97;-66.55;-37.63
1513.240;-4.80;-67.19;-66.97;-66.56;-37.60
1513.250;-4.80;-67.19;-66.97;-66.56;-37.60
1513.260;-4.80;-67.19;-66.97;-66.56;-37.66
1513.270;-4.80;-67.19;-66.97;-66.56;-37.62
1513.280;-4.81;-67.18;-66.96;-66.55;-37.60
1513.290;-4.80;-67.19;-66.97;-66.56;-37.66
1513.300;-4.80;-67.19;-66.97;-66.56;-37.61
1513.310;-4.80;-67.19;-66.97;-66.56;-37.55
1513.320;-4.80;-67.19;-66.97;-66.56;-37.60
1513.330;-4.80;-67.19;-66.97;-66.56;-37.60
1513.340;-4.80;-67.19;-66.97;-66.56;-37.60
1513.350;-4.77;-67.21;-67.00;-66.59;-37.65
1513.360;-4.80;-67.19;-66.97;-66.56;-37.59
1513.370;-4.80;-67.19;-66.97;-66.56;-37.51
1513.380;-4.77;-67.22;-67.01;-66.59;-37.42
1513.390;-4.78;-67.20;-66.99;-66.58;-37.62
1513.400;-4.79;-67.20;-66.99;-66.57;-37.55
1513.410;-4.76;-67.22;-67.01;-66.60;-37.61
1513.420;-4.79;-67.19;-66.98;-66.57;-37.53
1513.430;-4.76;-67.22;-67.01;-66.60;-37.49
1513.440;-4.77;-67.21;-67.00;-66.59;-37.48
1513.450;-4.79;-67.20;-66.98;-66.57;-37.47
1513.460;-4.77;-67.22;-67.00;-66.59;-37.42
1513.470;-4.80;-67.19;-66.98;-66.56;-37.49
1513.480;-4.79;-67.19;-66.98;-66.57;-37.54
1513.490;-4.76;-67.22;-67.01;-66.60;-37.46
1513.500;-4.79;-67.20;-66.99;-66.58;-37.41
1513.510;-4.78;-67.20;-66.99;-66.58;-37.40
1513.520;-4.76;-67.22;-67.01;-66.60;-37.35
1513.530;-4.79;-67.20;-66.99;-66.58;-37.45
1513.540;-4.78;-67.21;-66.99;-66.58;-37.37
1513.550;-4.76;-67.22;-67.01;-66.60;-37.32
1513.560;-4.78;-67.21;-66.99;-66.58;-37.40
1513.570;-4.77;-67.21;-67.00;-66.59;-37.31
1513.580;-4.76;-67.22;-67.01;-66.60;-37.32
1513.590;-4.78;-67.21;-66.99;-66.58;-37.33
1513.600;-4.76;-67.22;-67.01;-66.60;-37.27
1513.610;-4.77;-67.22;-67.01;-66.60;-37.27
1513.620;-4.78;-67.21;-66.99;-66.58;-37.29
1513.630;-4.76;-67.23;-67.01;-66.60;-37.32
1513.640;-4.76;-67.23;-67.01;-66.61;-37.35
1513.650;-4.76;-67.22;-67.01;-66.60;-37.35
1513.660;-4.75;-67.24;-67.02;-66.62;-37.23
1513.670;-4.77;-67.21;-67.00;-66.59;-37.29
1513.680;-4.77;-67.22;-67.00;-66.60;-37.35
1513.690;-4.78;-67.21;-66.99;-66.59;-37.27
1513.700;-4.80;-67.19;-66.98;-66.57;-37.31
1513.710;-4.77;-67.21;-67.00;-66.59;-37.30
1513.720;-4.79;-67.20;-66.99;-66.58;-37.30
1513.730;-4.80;-67.19;-66.97;-66.57;-37.31
1513.740;-4.78;-67.21;-66.99;-66.59;-37.20
1513.750;-4.77;-67.21;-67.00;-66.59;-37.33
1513.760;-4.79;-67.20;-66.98;-66.58;-37.25
1513.770;-4.79;-67.19;-66.98;-66.57;-37.20
